,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pradhan Mantri Gram Sadak Yojana,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SLR : Statewise List of Works,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,State: Madhya Pradesh     District : All Districts           Block : All Blocks    Year : All Years            Batch : All Batches            Collaboration : All Collaborations           Status : All Status         Loan Number: All Loan Numbers   Scheme : RCPLWE   Sub Scheme : All,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Note : All Costs are in Lakhs and All Lengths are in Kms.,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sr.No.,District Name,Programme Implementation Unit,Block Name,Package No.,Sanctioned Year,Work Type,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,Sanction Cost,State Cost,Road Length (Kms),Bridge Length (Mtrs),Road Length Completed Till Date,Expenditure Till Date,,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,,,
,10,Balaghat ,DPIU Of Balaghat,Birsa,MP01B12,2017 - 2018,LSB,Bridge across Dev Nadi for Dabri Chouriya Ghoti Lanji Road RD-200 m.,New,,Dabri To Pitkona,"Chillora [ 223600]  { 657} , Chouriya [ 234244]  { 201} , Latri [ 622379]  { 287} , Pausera [ 841542]  { 1515} , Pitkona [ 857895]  { 544} ",368.77,227.60,0.000,105.000,0,577.77,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [27 Mar 2018],3.69,Financial: 30-09-2020/ Physical: 16-07-2020,,,
,11,Balaghat ,DPIU Of Balaghat,Birsa,MP01B12,2017 - 2018,LSB,Bridge across Nala for Dabri Choriya Ghoti Lanji Road RD-7960 m,New,,Dabri To Pitkona,"Chillora [ 223600]  { 657} , Chouriya [ 234244]  { 201} , Latri [ 622379]  { 287} , Pausera [ 841542]  { 1515} , Pitkona [ 857895]  { 544} ",87.13,53.42,0.000,30.000,0,103.51,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [27 Mar 2018],0.87,Financial: 30-09-2020/ Physical: 01-05-2020,,,
,12,Balaghat ,DPIU Of Balaghat,Birsa,MP01B12,2017 - 2018,LSB,Bridge across Nala for Dabri Choriya Ghoti Lanji RD-14650,New,,Dabri To Pitkona,"Chillora [ 223600]  { 657} , Chouriya [ 234244]  { 201} , Latri [ 622379]  { 287} , Pausera [ 841542]  { 1515} , Pitkona [ 857895]  { 544} ",97.67,59.93,0.000,30.000,0,115.99,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [27 Mar 2018],0.98,Financial: 30-09-2020/ Physical: 30-06-2020,,,
,13,Balaghat ,DPIU Of Balaghat,Birsa,MP01 - 234,2019 - 2020,ROAD,O-Ghatiya To Chunapatthar (Korka),Upgarde,,Ghatiya To Chunapatthar (Korka),Korka [ 581219]  { 531} ,628.23,259.88,10.000,0.000,9,551.78,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [04 Feb 2020],30.49,Financial: 30-03-2022/ Physical: 30-11-2021,,,
,14,Balaghat ,DPIU Of Balaghat,Birsa,MP01-B18,2019 - 2020,LSB,Dabri (Sodhandongari) to Munda,New,,Dabri (Sodhandongari) to Munda,"Latri [ 622379]  { 287} , Munda [ 724603]  { 210} ",558.64,223.46,0.000,100.000,0,509.49,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [05 Feb 2020],5.55,Financial: 20-10-2022/ Physical: 28-06-2022,,,
,15,Balaghat ,DPIU Of Balaghat,Birsa,MP01805,2021 - 2022,ROAD,O-Pitkona To Dadkasha,Upgarde,,Pitkona To Dadkasha,"Dadkasa [ 239941]  { 846} , Pitkona [ 857895]  { 544} ",430.62,173.72,7.100,0.000,7.03,445.05,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),Mr. PUSPENDRA  SINGH [09 May 2023],20.92,Financial: 27-12-2025/ Physical: 30-06-2025,,,
,16,Balaghat ,DPIU Of Balaghat,Birsa,MP01805,2021 - 2022,ROAD,O-Pitkona to Kerajhari,Upgarde,,Pitkona to Kerajhari,Pitkona [ 857895]  { 544} ,203.87,83.02,3.500,0.000,3.15,199.28,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),Mr. PUSPENDRA  SINGH [09 May 2023],10.70,Financial: 19-12-2025/ Physical: 31-03-2025,,,
,17,Balaghat ,DPIU Of Balaghat,Birsa,MP01805,2021 - 2022,ROAD,O-Chillora to Chilloratola,Upgarde,,Chillora to Chilloratola,Chillora [ 223600]  { 657} ,104.49,42.87,2.080,0.000,0.68,51.24,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),Mr. PUSPENDRA  SINGH [09 May 2023],6.45,Financial: 27-12-2025/ Physical: 01-12-2025,,,
,18,Balaghat ,DPIU Of Balaghat,Birsa,MP01804,2021 - 2022,ROAD,O-Malumjhola to Hatband Via Bandankhero,Upgarde,,Malumjhola to Hatband Via Bandankhero,"Hathband [ 416345]  { 561} , Maloomjhola [ 664378]  { 630} ",198.75,80.17,3.100,0.000,1.5,102.69,,Surface Course / BT Stage,Road Connectivity Project for Left Wing Extremism (RCPLWE),NILESH KANKARIYA [17 Jan 2023],8.86,Financial: -/ Physical: -,,,
,19,Balaghat ,DPIU Of Balaghat,Birsa,MP01804,2021 - 2022,ROAD,O-Bandhankhero deogaon saripatera akalpur jairasi,Upgarde,Akalpur [ 20827],Bandhankhero deogaon saripatera akalpur jairasi,"Akalpur [ 20827]  { 490} , Beltola [ 955144]  { 356} , Jairasi [ 443285]  { 754} ",742.91,300.25,13.000,0.000,7.6,642.88,,Surface Course / BT Stage,Road Connectivity Project for Left Wing Extremism (RCPLWE),NILESH KANKARIYA [17 Jan 2023],38.23,Financial: -/ Physical: -,,,
,20,Balaghat ,DPIU Of Balaghat,Birsa,MP01806,2021 - 2022,ROAD,O-Dabri Bodanjhola Via Latritola Mahurdalli ,Upgarde,,Dabri Bodanjhola Via Latritola Mahurdalli ,"Batkari [ 114537]  { 566} , Bodaljhola FV [ 171567]  { 206} , Kalkatta [ 490666]  { 840} , Latri [ 622379]  { 287} , Mahurdalli [ 651271]  { 133} ","1,370.32",556.06,26.800,0.000,14.1,"1,094.88",,Subbase / GSB Stage,Road Connectivity Project for Left Wing Extremism (RCPLWE),NILESH KANKARIYA [25 Sep 2023],76.66,Financial: -/ Physical: -,,,
,21,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR803,2022 - 2023,LSB,Parsahi (Railwahi) Usarwahi  Bridge ,New,,Parsahi (Railwahi) to Usarwahi C.G. Border ,Relwahi [ 920893]  { 2950} ,"1,018.25",575.04,0.000,150.000,0,"1,195.55",,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [26 Apr 2023],10.18,Financial: 19-12-2025/ Physical: 30-04-2025,,,
,22,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR804,2022 - 2023,LSB,Sakha Sayal Bridge,New,,Sakha to Sayal,"Parsatola baigatola [ 827274]  { 692} , Sakha [ 939359]  { 604} , Sayal [ 966339]  { 574} ","1,227.02",712.90,0.000,161.000,0,"1,280.56",,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s WAINGANGA CONSTRUCTION COMPANY [15 Mar 2023],12.27,Financial: 19-12-2025/ Physical: 13-03-2025,,,
,23,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR805,2022 - 2023,LSB,Wardha Bhanderi Bridge,New,,Wardha to Bhanderi,Bhanderi [ 137293]  { 376} ,"1,357.81",838.71,0.000,200.000,0,"1,424.02",,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),"M/s WAINGANGA CONSTRUCTION COMPANY [15 Mar 2023], JITENDRA KUMR RANA [16 Mar 2024]",13.58,Financial: 19-12-2025/ Physical: 13-03-2025,,,
,24,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR806,2022 - 2023,LSB,Sarsdol Behrakhar Bridge,New,,Sarsdol to Behrakhar,,720.19,353.80,0.000,125.000,0,813.05,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s Rai Singh &amp; Company [20 Apr 2023],7.20,Financial: 19-12-2025/ Physical: 30-04-2025,,,
,25,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR807,2022 - 2023,LSB,Pitkona to Kerajhari  Bridge Ch 120 m,Upgarde,,,,120.69,48.28,0.000,30.000,0,148.05,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),P S CONSTRUCTION [15 Mar 2023],1.20,Financial: 19-06-2025/ Physical: 30-12-2024,,,
,26,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR807,2022 - 2023,LSB,Dabri Bodanjhola Via Latritola Mahurdalli  Bridge Ch 2420 m,Upgarde,,,,110.54,44.22,0.000,24.000,0,117.56,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),P S CONSTRUCTION [15 Mar 2023],1.11,Financial: 19-06-2025/ Physical: 30-12-2024,,,
,27,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR807,2022 - 2023,LSB,Dabri Bodanjhola Via Latritola Mahurdalli  Bridge Ch 2660 m,Upgarde,,,,99.12,39.65,0.000,24.000,0,123.17,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),P S CONSTRUCTION [15 Mar 2023],0.99,Financial: 19-06-2025/ Physical: 30-12-2024,,,
,28,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR808,2022 - 2023,LSB,Dabri Bodanjhola Via Latritola Mahurdalli Ch 4680 m,Upgarde,,,,423.89,169.56,0.000,67.500,0,434.00,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s Sidharth Builders [27 Apr 2023],4.24,Financial: 19-12-2025/ Physical: 26-03-2025,,,
,29,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR809,2022 - 2023,LSB,Dabri Bodanjhola Via Latritola Mahurdalli Ch 7690 m,Upgarde,,,,254.07,101.63,0.000,67.500,0,105.27,,Progress,Road Connectivity Project for Left Wing Extremism (RCPLWE),P S CONSTRUCTION [18 Jul 2023],2.54,Financial: -/ Physical: -,,,
,30,Balaghat ,DPIU Of Balaghat,Birsa,MP01BR810,2022 - 2023,LSB,Dabri Bodanjhola Via Latritola Mahurdalli Bridge Ch 8600 m,Upgarde,,,,298.57,119.43,0.000,81.000,0,15.97,,Agreement,Road Connectivity Project for Left Wing Extremism (RCPLWE),SHREI CONSTRUCTION AND TRADING [17 May 2023],2.99,Financial: -/ Physical: -,,,
,31,Balaghat ,DPIU Of Balaghat,Kirnapur,MP01B10,2017 - 2018,LSB,Bridge Across Son Nadi for Bhua To Palhera Road,New,,Bhua To Palhera,"Bhuwa [ 159296]  { 1394} , Changera [ 204748]  { 399} , Kinhi [ 564728]  { 2261} , Palhera [ 810601]  { 1335} ",865.66,691.97,0.000,225.000,0,994.44,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),SUNDRANI CONST. CO [11 Jan 2018],8.66,Financial: 23-05-2020/ Physical: 15-01-2020,,,
,32,Balaghat ,DPIU Of Balaghat,Kirnapur,MP01808,2021 - 2022,ROAD,O-Benegoan Sitapar  Nandora To Borban,Upgarde,,Benegoan Sitapar  Nandora To Borban,,662.44,270.29,12.000,0.000,12,718.54,,Completed,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/S KASTURBA INFRASTRUCTURE [28 Nov 2022],40.21,Financial: 18-06-2025/ Physical: 27-01-2025,,,
,33,Balaghat ,DPIU Of Balaghat,Kirnapur,MP01809,2021 - 2022,ROAD,O-Pipartola Datta Morwahi,Upgarde,"Datta [ 254367], Morwahi [ 716559]",Pipartola Datta Morwahi,"Datta [ 254367]  { 1460} , Morwahi [ 716559]  { 851} ",269.31,112.43,4.800,0.000,4.8,296.24,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s Lodhi Construction And Company Balaghat [27 Sep 2022],14.92,Financial: 18-06-2025/ Physical: 29-03-2025,,,
,34,Balaghat ,DPIU Of Balaghat,Kirnapur,MP01809,2021 - 2022,ROAD,O-Halditola Bhalwa road to kalagota -kesha- mate ,Upgarde,"Kesha [ 535072], Mate [ 685226]",Halditola Bhalwa road to kalagota -kesha- mate ,"Kesha [ 535072]  { 1963} , Mate [ 685226]  { 2198} ",350.42,143.06,6.000,0.000,5.546,369.26,,Maintenance,Road Connectivity Project for Left Wing Extremism (RCPLWE),M/s Lodhi Construction And Company Balaghat [27 Sep 2022],19.11,Financial: 18-06-2025/ Physical: 27-01-2025,,,
